Date,Censed by,Project,Place,Type,Site_ID,State,Initial_Ho,Final_Hour,Transect_T,Latitude,Longitude,Males,Females,NA,Juveniles,Veg_Male,Veg_Female,Veg_Juv,Veg_NA,Tarentola,Snake,Total Male,Total Fema,Total Juve,Total NA,Comments,Weather_Co,Temperatur,Relativ_Hu,Wind_Speed,Population,Polygon ar,Polygon _1,Corine Urb,Edificat %,Index Urb,Size_dot,3P 250 200,Distance,Inv_state,Classifica
20/06/2022,Jordi,Urban,Santa_Eularia,,Park_2,Snake,12:03,,,38.985446619999998,1.542142609000000,"0","0","0","0","1","0","0","1","0","0","1","0","0","1",,Clowdy,,,,"40038","202689","202689",100.000.000.000.000.000,31.585.760.520.000.000,1.000000000000000,"4",2015.135250000000042,5266.188894916940626,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Santa_Eularia,,Park_2,Snake,10:32,,,38.985446619999998,1.542142609000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Condiciones meteorol�gicas desfavorables,Sunny_Clowdy,22.300.000.000.000.000,64.000.000.000.000.000,8.100.000.000.000.000,"40038","202689","202689",100.000.000.000.000.000,31.585.760.520.000.000,1.000000000000000,"2",2015.135250000000042,5266.188894916940626,Invaded,Invaded_Urban
29/06/2022,Balma,Urban,Santa_Eularia,,Park_2,Snake,9:54,,Point Count,38.985446619999998,1.542142609000000,"0","0","0","0","2","0","0","3","0","0","2","0","0","3",,Sunny,,,,"40038","202689","202689",100.000.000.000.000.000,31.585.760.520.000.000,1.000000000000000,"7",2015.135250000000042,5266.188894916940626,Invaded,Invaded_Urban
12/06/2022,"Sanda, Balma",Urban,Santa_Gertrudis,,Park_2,Snake,16:33,,Point Count,38.998115859999999,1.426333707000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",,,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,0.900000000000000,"2",2015.146610000000010,5436.399688352966223,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Santa_Gertrudis,,Park_2,Snake,9:01,,Point Count,38.998115859999999,1.426333707000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,0.900000000000000,"2",2015.146610000000010,5436.399688352966223,Invaded,Invaded_Urban
21/07/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_1,Snake,9:45,,Point Count,39.038894829999997,1.560204178000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.270510000000058,7195.438474138588390,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_3,Snake,10:55,,Point Count,39.037428230000003,1.566763734000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.977540000000090,7643.846914259695041,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_3,Snake,12:09,,Point Count,39.037428230000003,1.566763734000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.977540000000090,7643.846914259695041,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_3,Snake,9:58,,Point Count,39.037428230000003,1.566763734000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.977540000000090,7643.846914259695041,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_4,Snake,11:52,,Point Count,39.027762979999999,1.570291271000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.185670000000073,7436.117293846366010,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_4,Snake,10:16,,Point Count,39.027762979999999,1.570291271000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.185670000000073,7436.117293846366010,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,Urban,Sant_Carles,,Church_Park,Snake,11:10,,Point Count,39.034199909999998,1.565370980000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",80.525.889.969.999.900,0.600000000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
21/07/2022,Jordi,Urban,Sant_Carles,,Church_Park,Snake,9:23,,Point Count,39.034199909999998,1.565370980000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",80.525.889.969.999.900,0.600000000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
21/07/2022,Jordi,Urban,Sant_Carles,,Wall_2,Snake,9:08,,Point Count,39.032886570000002,1.565197320000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000","0.000000000000000",0.212500000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Sant_Carles,,Wall_2,Snake,11:15,,Point Count,39.032886570000002,1.565197320000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000","0.000000000000000",0.212500000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
21/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_1,Snake,11:43,,Point Count,39.027501659999999,1.478700381000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.977779999999939,2360.444483075519656,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_1,Snake,10:28,,Point Count,39.027501659999999,1.478700381000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.977779999999939,2360.444483075519656,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_2,Snake,11:50,,Point Count,39.034774470000002,1.470323063000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.986079999999902,3319.779687291193568,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_2,Snake,11:02,,Point Count,39.034774470000002,1.470323063000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.986079999999902,3319.779687291193568,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_3,Snake,11:08,,Point Count,39.034133330000003,1.484760012000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.679319999999962,3034.980850324728181,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_3,Snake,10:45,,Point Count,39.034133330000003,1.484760012000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.679319999999962,3034.980850324728181,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_4,Snake,11:16,,Point Count,39.032127039999999,1.479132767000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.765139999999974,2847.007756165331557,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,PeriUrban,Sant_Llorenc,,Mur_Ext_4,Snake,10:36,,Point Count,39.032127039999999,1.479132767000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","323448","319310","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.765139999999974,2847.007756165331557,Invaded,Invaded_PeriUrban
21/06/2022,Jordi,PeriUrban,Santa_Eularia,,Mur_Ext_2,Snake,11:10,,,38.966063079999998,1.512028355000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Condiciones meteorol�gicas desfavorables,Sunny_Clowdy,23.300.000.000.000.000,64.000.000.000.000.000,8.100.000.000.000.000,"40038","6880045","6680786","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.560179999999946,5185.601819562210949,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Eularia,,Mur_Ext_2,Snake,12:55,,Point Count,38.966063079999998,1.512028355000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","6880045","6680786","0.000000000000000","0.000000000000000",0.000000000000000,"2",2019.560179999999946,5185.601819562210949,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Eularia,,Mur_Ext_3,Snake,12:43,,Point Count,39.002038159999998,1.564372310000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","6880045","6680786","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.842650000000049,6691.211899936291047,Invaded,Invaded_PeriUrban
22/07/2022,Jordi,PeriUrban,Santa_Eularia,,Mur_Ext_3,Snake,11:45,,Point Count,39.002038159999998,1.564372310000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","6880045","6680786","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.842650000000049,6691.211899936291047,Invaded,Invaded_PeriUrban
20/06/2022,Jordi,Urban,Santa_Eularia,,Church_Wall,Snake,11:35,,,38.983793450000000,1.529502913000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Clowdy,,,,"40038","202689","202689",100.000.000.000.000.000,81.100.323.619.999.900,0.900000000000000,"2",2013.046139999999923,4552.294126330254585,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Santa_Eularia,,Church_Wall,Snake,10:09,,,38.983793450000000,1.529502913000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Condiciones meteorol�gicas desfavorables,Sunny_Clowdy,23.300.000.000.000.000,64.000.000.000.000.000,8.100.000.000.000.000,"40038","202689","202689",100.000.000.000.000.000,81.100.323.619.999.900,0.900000000000000,"2",2013.046139999999923,4552.294126330254585,Invaded,Invaded_Urban
29/06/2022,Balma,Urban,Santa_Eularia,,Church_Wall,Snake,9:25,,Point Count,38.983793450000000,1.529502913000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","202689","202689",100.000.000.000.000.000,81.100.323.619.999.900,0.900000000000000,"2",2013.046139999999923,4552.294126330254585,Invaded,Invaded_Urban
20/06/2022,Jordi,Urban,Santa_Eularia,,Wall_2,Snake,12:16,,,38.979161769999997,1.527941339000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","202689","202689",100.000.000.000.000.000,41.529.126.210.000.000,0.633333300000000,"2",2013.806399999999940,4682.720077710685473,Invaded,Invaded_Urban
21/06/2022,Jordi,Urban,Santa_Eularia,,Wall_2,Snake,9:50,,,38.979161769999997,1.527941339000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Condiciones meteorol�gicas desfavorables,Sunny_Clowdy,24.300.000.000.000.000,51.600.000.000.000.000,9.199.999.999.999.990,"40038","202689","202689",100.000.000.000.000.000,41.529.126.210.000.000,0.633333300000000,"2",2013.806399999999940,4682.720077710685473,Invaded,Invaded_Urban
29/06/2022,Balma,Urban,Santa_Eularia,,Wall_2,Snake,9:07,,Point Count,38.979161769999997,1.527941339000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"40038","202689","202689",100.000.000.000.000.000,41.529.126.210.000.000,0.633333300000000,"2",2013.806399999999940,4682.720077710685473,Invaded,Invaded_Urban
12/06/2022,"Sanda, Balma",PeriUrban,Santa_Gertrudis,,Mur_Ext_1,Snake,17:05,,Point Count,38.998214810000000,1.433661567000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Shadow,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.664430000000038,4700.137904390334370,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_1,Snake,9:23,,Point Count,38.998214810000000,1.433661567000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.664430000000038,4700.137904390334370,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_2,Snake,8:44,,Point Count,38.999661160000002,1.418373947000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.554810000000089,5893.541037050665182,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_2,Snake,12:17,,Point Count,38.999661160000002,1.418373947000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.554810000000089,5893.541037050665182,Invaded,Invaded_PeriUrban
12/06/2022,"Sanda, Balma",PeriUrban,Santa_Gertrudis,,Mur_Ext_3,Snake,16:52,,Point Count,38.994130400000003,1.429406014000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Shadow,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.951049999999896,5306.535677612358086,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_3,Snake,9:15,,Point Count,38.994130400000003,1.429406014000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2015.951049999999896,5306.535677612358086,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_4,Snake,8:29,,Point Count,39.004913719999998,1.427161564000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.773069999999962,5104.220874743635250,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Santa_Gertrudis,,Mur_Ext_4,Snake,12:08,,Point Count,39.004913719999998,1.427161564000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","779829","769615","0.000000000000000","0.000000000000000",0.000000000000000,"2",2014.773069999999962,5104.220874743635250,Invaded,Invaded_PeriUrban
12/06/2022,"Sanda, Balma",Urban,Santa_Gertrudis,,Church_Wall,Snake,16:11,,Point Count,38.998307410000002,1.428881052000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"2853","10215","10215",100.000.000.000.000.000,83.482.200.649.999.900,1.000000000000000,"2",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Santa_Gertrudis,,Church_Wall,Snake,8:57,,Point Count,38.998307410000002,1.428881052000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","10215","10215",100.000.000.000.000.000,83.482.200.649.999.900,1.000000000000000,"2",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
12/06/2022,"Sanda, Balma",Urban,Santa_Gertrudis,,Park,Snake,16:27,,Point Count,38.998922550000003,1.427183598000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Half Shadow,,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,1.000000000000000,"2",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Santa_Gertrudis,,Park,Snake,8:55,,Point Count,38.998922550000003,1.427183598000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,1.000000000000000,"2",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
12/06/2022,"Sanda, Balma",Urban,Santa_Gertrudis,,Wall_2,Snake,16:18,,Point Count,38.998263530000003,1.429585894000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",Shadow,,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,0.987500000000000,"2",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Santa_Gertrudis,,Wall_2,Snake,8:57,,Point Count,38.998263530000003,1.429585894000000,"0","0","0","0","0","0","1","0","0","0","0","0","1","0",,Sunny,,,,"2853","10215","10215",100.000.000.000.000.000,100.000.000.000.000.000,0.987500000000000,"3",2014.481199999999944,5190.538077037006587,Invaded,Invaded_Urban
16/06/2022,Jordi,PeriUrban,Puig_den_Valls,,Mur_Ext_3,Snake,10:01,,,38.949777650000001,1.440769940000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"4607","547986","547986","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.612669999999980,7448.010926082786682,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_2,Snake,12:20,,Point Count,39.033240929999998,1.556883623000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.569210000000112,6752.842263547453513,Invaded,Invaded_PeriUrban
21/07/2022,Jordi,PeriUrban,Sant_Carles,,Mur_Ext_2,Snake,9:33,,Point Count,39.033240929999998,1.556883623000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","732585","728059","0.000000000000000","0.000000000000000",0.000000000000000,"2",2016.569210000000112,6752.842263547453513,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,Urban,Sant_Carles,,Park,Snake,11:19,,Point Count,39.033194690000002,1.565437764000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",2.831.715.210.000.000,0.250000000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
21/07/2022,Jordi,Urban,Sant_Carles,,Park,Snake,9:12,,Point Count,39.033194690000002,1.565437764000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",2.831.715.210.000.000,0.250000000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
30/06/2022,Jordi,Urban,Sant_Carles,,Wall,Snake,11:06,,Point Count,39.034123979999997,1.566043038000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",100.000.000.000.000.000,0.237500000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
21/07/2022,Jordi,Urban,Sant_Carles,,Wall,Snake,9:18,,Point Count,39.034123979999997,1.566043038000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"5557","4527","4527","0.000000000000000",100.000.000.000.000.000,0.237500000000000,"2",2015.921389999999974,7442.740127616620157,Invaded,Invaded_Urban
09/06/2022,"Sandra, Jordi",PeriUrban,Sant_Joan,,Mur_Ext_1,Snake,11:03,11:06:00.000,Point Count,39.077700669999999,1.508077973000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.855350000000044,8013.219641226183739,Invaded,Invaded_PeriUrban
01/05/2022,"Guillem,Eva",PeriUrban,Sant_Joan,,Mur_Ext_1,Snake,12:04,12:04:00.000,Point Count,39.077700669999999,1.508077973000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.855350000000044,8013.219641226183739,Invaded,Invaded_PeriUrban
09/06/2022,"Sandra, Jordi",PeriUrban,Sant_Joan,,Mur_Ext_4,Snake,11:13,11:16:00.000,Point Count,39.070684690000000,1.514012774000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",Shadow,Cloudy,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.502439999999979,7432.897013495136889,Invaded,Invaded_PeriUrban
01/05/2022,"Guillem,Eva",PeriUrban,Sant_Joan,,Mur_Ext_4,Snake,12:04,12:04:00.000,Point Count,39.070684690000000,1.514012774000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"6635","531858","530734","0.000000000000000","0.000000000000000",0.000000000000000,"2",2018.502439999999979,7432.897013495136889,Invaded,Invaded_PeriUrban
30/06/2022,Jordi,Urban,Sant_Llorenc,,Wall_2,Snake,10:37,,Point Count,39.031530810000000,1.476312165000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","4138","4138","0.000000000000000","0.000000000000000",0.425000000000000,"2",2014.146359999999959,2909.883215554686103,Invaded,Invaded_Urban
21/07/2022,Jordi,Urban,Sant_Llorenc,,Wall_2,Snake,11:28,,Point Count,39.031530810000000,1.476312165000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"1762","4138","4138","0.000000000000000","0.000000000000000",0.425000000000000,"2",2014.146359999999959,2909.883215554686103,Invaded,Invaded_Urban
13/07/2022,Jordi,PeriUrban,Sant_Mateu,,Mur_Ext_1,Snake,10:04,,Point Count,39.034067870000001,1.382223242000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,Sunny,,,,"593","1116882","1116239","0.000000000000000","0.000000000000000",0.000000000000000,"2",2017.685420000000022,9592.484936297545573,Invaded,Invaded_PeriUrban
